162	904	
200	1308	
242	1198	
288	1481	
338	1809	
392	2067	
450	2921	
512	3009	
578	3167	
648	3498	
722	4040	
800	4534	
882	5156	
968	5473	
1058	6037	
1152	6817	
1250	7745	
1352	10020	
1458	9685	
1568	9552	
1682	10422	
1800	11369	
1922	12624	
2048	15631	
2178	14602	
2312	15908	
2450	16665	
2592	18178	
2738	19213	
2888	20538	
3042	23104	
3200	23724	
3362	25152	
3528	29057	
3698	28971	
3872	30534	
4050	33897	
4232	37500	
4418	36523	
4608	38998	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
