0	0	0	1	
0.0208333	0	0	1	
0.0416667	0	0	1	
0.0625	0	0	1	
0.0833333	0	0	1	
0.104167	0	0	1	
0.125	0	0	1	
0.145833	0	0	1	
0.166667	0	0	1	
0.1875	0	0	1	
0.208333	0	0	1	
0.229167	0	0	1	
0.25	0	0	1	
0.270833	0	0	1	
0.291667	0	0	1	
0.3125	0	0	1	
0.333333	0	0	1	
0.354167	0	0	1	
0.375	0	0	1	
0.395833	0	0	1	
0.416667	0	0	1	
0.4375	0	0	1	
0.458333	0	0	1	
0.479167	0	0	1	
0.5	0	0	1	
0.520833	0	0	1	
0.541667	0	0	1	
0.5625	0	0	1	
0.583333	0	0	1	
0.604167	0	0	1	
0.625	0	0	1	
0.645833	0	0	1	
0.666667	0	0	1	
0.6875	0	0	1	
0.708333	0	0	1	
0.729167	0	0	1	
0.75	0	0	1	
0.770833	0	0	1	
0.791667	0	0	1	
0.8125	0	0	1	
0.833333	0	0	1	
0.854167	0	0	1	
0.875	0	0	1	
0.895833	0	0	1	
0.916667	0	0	1	
0.9375	0	0	1	
0.958333	0	0	1	
0.979167	0	0	1	
1	0	0	1	
0	0.0208333	0.0128892	1	
0.0208333	0.0208333	0.012858	0	
0.0416667	0.0208333	0.0127639	0	
0.0625	0.0208333	0.0126051	0	
0.0833333	0.0208333	0.0123793	0	
0.104167	0.0208333	0.0120829	0	
0.125	0.0208333	0.0117118	0	
0.145833	0.0208333	0.0112614	0	
0.166667	0.0208333	0.0107268	0	
0.1875	0.0208333	0.0101034	0	
0.208333	0.0208333	0.00938764	0	
0.229167	0.0208333	0.00857703	0	
0.25	0.0208333	0.0076713	0	
0.270833	0.0208333	0.00667279	0	
0.291667	0.0208333	0.00558694	0	
0.3125	0.0208333	0.00442255	0	
0.333333	0.0208333	0.00319157	0	
0.354167	0.0208333	0.00294414	0	
0.375	0.0208333	0.00276688	0	
0.395833	0.0208333	0.00254446	0	
0.416667	0.0208333	0.00228156	0	
0.4375	0.0208333	0.00198389	0	
0.458333	0.0208333	0.0016579	0	
0.479167	0.0208333	0.00131045	0	
0.5	0.0208333	0.000948657	0	
0.520833	0.0208333	0.000579644	0	
0.541667	0.0208333	0.000210536	0	
0.5625	0.0208333	-0.000151687	0	
0.583333	0.0208333	-0.000500279	0	
0.604167	0.0208333	-0.000828908	0	
0.625	0.0208333	-0.00113191	0	
0.645833	0.0208333	-0.0014046	0	
0.666667	0.0208333	-0.00164366	0	
0.6875	0.0208333	-0.00202379	0	
0.708333	0.0208333	-0.00402635	0	
0.729167	0.0208333	-0.00599929	0	
