0	0	0	1	
0.0526316	0	0	1	
0.105263	0	0	1	
0.157895	0	0	1	
0.210526	0	0	1	
0.263158	0	0	1	
0.315789	0	0	1	
0.368421	0	0	1	
0.421053	0	0	1	
0.473684	0	0	1	
0.526316	0	0	1	
0.578947	0	0	1	
0.631579	0	0	1	
0.684211	0	0	1	
0.736842	0	0	1	
0.789474	0	0	1	
0.842105	0	0	1	
0.894737	0	0	1	
0.947368	0	0	1	
1	0	0	1	
0	0.0526316	-0.151031	1	
0.0526316	0.0526316	-0.118488	0	
0.105263	0.0526316	-0.0980965	0	
0.157895	0.0526316	-0.0820766	0	
0.210526	0.0526316	-0.0672502	0	
0.263158	0.0526316	-0.0521434	0	
0.315789	0.0526316	-0.0362343	0	
0.368421	0.0526316	-0.0330978	0	
0.421053	0.0526316	-0.0311483	0	
0.473684	0.0526316	-0.0292477	0	
0.526316	0.0526316	-0.0277204	0	
0.578947	0.0526316	-0.0268103	0	
0.631579	0.0526316	-0.0266739	0	
0.684211	0.0526316	-0.0276932	0	
0.736842	0.0526316	-0.0323934	0	
0.789474	0.0526316	-0.0384972	0	
0.842105	0.0526316	-0.0466833	0	
0.894737	0.0526316	-0.0582533	0	
0.947368	0.0526316	-0.0761244	0	
1	0.0526316	-0.107856	1	
0	0.105263	-0.267146	1	
0.0526316	0.105263	-0.224823	0	
0.105263	0.105263	-0.191815	0	
0.157895	0.105263	-0.162955	0	
0.210526	0.105263	-0.134779	0	
0.263158	0.105263	-0.105094	0	
0.315789	0.105263	-0.0730045	0	
0.368421	0.105263	-0.0664597	0	
0.421053	0.105263	-0.0622473	0	
0.473684	0.105263	-0.0581231	0	
0.526316	0.105263	-0.0548232	0	
0.578947	0.105263	-0.0528489	0	
0.631579	0.105263	-0.0524811	0	
0.684211	0.105263	-0.0544037	0	
0.736842	0.105263	-0.0633816	0	
0.789474	0.105263	-0.0749156	0	
0.842105	0.105263	-0.0899812	0	
0.894737	0.105263	-0.110205	0	
0.947368	0.105263	-0.138387	0	
1	0.105263	-0.179177	1	
0	0.157895	-0.367908	1	
0.0526316	0.157895	-0.321847	0	
0.105263	0.157895	-0.281385	0	
0.157895	0.157895	-0.243148	0	
0.210526	0.157895	-0.203811	0	
0.263158	0.157895	-0.160441	0	
0.315789	0.157895	-0.111342	0	
0.368421	0.157895	-0.100546	0	
0.421053	0.157895	-0.0932567	0	
0.473684	0.157895	-0.0861729	0	
0.526316	0.157895	-0.0806022	0	
0.578947	0.157895	-0.0772783	0	
0.631579	0.157895	-0.0765356	0	
0.684211	0.157895	-0.079188	0	
0.736842	0.157895	-0.0918108	0	
0.789474	0.157895	-0.107806	0	
0.842105	0.157895	-0.128121	0	
0.894737	0.157895	-0.154195	0	
0.947368	0.157895	-0.188041	0	
1	0.157895	-0.232077	1	
0	0.210526	-0.460791	1	
0.0526316	0.210526	-0.41328	0	
0.105263	0.210526	-0.368734	0	
0.157895	0.210526	-0.324441	0	
0.210526	0.210526	-0.276874	0	
