100	73	
121	78	
144	86	
169	99	
196	106	
225	113	
256	125	
289	135	
324	141	
361	151	
400	160	
441	167	
484	178	
529	188	
576	193	
625	203	
676	216	
729	218	
784	229	
841	241	
900	244	
961	256	
1024	265	
1089	270	
1156	282	
1225	290	
1296	295	
1369	307	
1444	316	
1521	321	
1600	333	
1681	342	
1764	0	
1849	358	
1936	367	
2025	371	
2116	384	
2209	394	
2304	0	
2401	408	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
0	0	
